award ID,award year,award month,award day,procedure,original company name,pesos,ammendments,contract begin,contract end,contract duration
4150930013,2003,12,1,ADJUDICACION DIRECTA,SOLAR TURBINES INCORPORATED,377626670.556,NO,2003,2006,3
415903822,2003,6,30,ADJUDICACION DIRECTA,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",372334537.088,NO,2003,2006,3
411253830,2003,4,29,LICITACION PUBLICA INTERNACIONAL,"ALIANZAS PERFOLAT, S.A. DE C.V.",367410837.439,SI,2003,2005,2
411253810,2003,2,14,LICITACION PUBLICA INTERNACIONAL,"HALLIBURTON DE MÉXICO, S.A. DE C.V.",365741547.471,SI,2003,2005,2
410303809,2003,3,11,OTROS,INSTITUTO MEXICANO DEL PETROLEO,360337637.221,SI,2003,2003,0
411253823,2003,4,3,LICITACION PUBLICA INTERNACIONAL,"NITROPET, S.A. DE C.V.",359107497.379,NO,2003,2005,2
411003834,2003,8,12,LICITACION PUBLICA INTERNACIONAL,"PRIDE DRILLING, L.L.C. / MÉXICO DRILLING LIMITED, L.L.C.",355113726.081,SI,2003,2005,2
414103864,2003,5,23,LICITACION PUBLICA INTERNACIONAL,SEISMOGRAPH SERVICE DE MEXICO S.A. DE C.V.,340495119.442,NO,2003,2003,0
413053808,2003,3,7,LICITACION PUBLICA INTERNACIONAL,CERRO AZUL COMPAÑIA DE PERFORACION S. A. DE C. V.,338311406.096,SI,2003,2006,3
411003805,2003,3,20,LICITACION PUBLICA NACIONAL,"OCEANOGRAFÍA, S.A DE C.V. / M-I DRILLING FLUIDS DE MÉXICO, S.A DE C.V.",332248097.708,NO,2003,2006,3
411003806,2003,3,20,LICITACION PUBLICA NACIONAL,"OCEANOGRAFÍA, S.A DE C.V. / M-I DRILLING FLUIDS DE MÉXICO, S.A DE C.V.",332248097.708,NO,2003,2006,3
418813858,2003,11,21,LICITACION PUBLICA INTERNACIONAL,"GLOBAL OFFSHORE MEXICO, S. DE R.L. DE C.V.",330172834.285,NO,2003,2004,1
411003807,2003,3,20,LICITACION PUBLICA NACIONAL,"OCEANOGRAFÍA, S.A DE C.V. / M-I DRILLING FLUIDS DE MÉXICO, S.A DE C.V.",325763854.452,NO,2003,2006,3
415113892,2003,7,18,OTROS,COMPANIA MEXICANA DE EXPLORACIONES S. A.,324451052.443,NO,2003,2004,1
411253845,2003,6,16,LICITACION PUBLICA INTERNACIONAL,DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V.,314150319.377,SI,2003,2005,2
413053828,2003,6,26,LICITACION PUBLICA INTERNACIONAL,SABORATTO S.A. DE C.V.,310924369.409,NO,2003,2007,4
4141930037,2003,11,27,ADJUDICACION DIRECTA,SOLAR TURBINES INC.,306585737.259,NO,2003,2004,1
411003816,2003,5,30,LICITACION PUBLICA INTERNACIONAL,PRIDE DRILLING L.L.C. / DRILLING LIMITED L.L.C.,301675034.151,NO,2003,2005,2
413053857,2003,11,27,LICITACION PUBLICA INTERNACIONAL,BAKER HUGHES DE MEXICO S. DE R.L. DE C.V.,297161289.521,SI,2003,2006,3
414103941,2003,9,8,ADJUDICACION DIRECTA,SEISMOGRAPH SERVICE DE MEXICO S.A. DE C.V.,291104625.827,NO,2003,2004,1
414043872,2003,12,10,LICITACION PUBLICA INTERNACIONAL,BAKER HUGHES DE MEXICO S. DE R.L. DE C.V.,287869493.773,NO,2003,2006,3
414043818,2003,2,21,LICITACION PUBLICA INTERNACIONAL,"PD OILFIELD SERVICES MEXICANA, S. DE R.L. DE C.V.",284203455.367,SI,2003,2004,1
415903802,2003,2,14,LICITACION PUBLICA INTERNACIONAL,"CONSTRUCTORA ARECHIGA, S.A. DE C.V.",280888970.948,SI,2003,2003,0
411253872,2003,11,13,ADJUDICACION DIRECTA,PROMOTORA AMBIENTAL DEL SURESTE S.A. DE C.V.,280572412.293,SI,2003,2004,1
414103921,2003,7,31,LICITACION PUBLICA INTERNACIONAL,SEISMOGRAPH SERVICE DE MEXICO S.A. DE C.V.,273627982.671,NO,2003,2004,1
411253825,2003,4,15,LICITACION PUBLICA INTERNACIONAL,"WEATHERFORD DE MÉXICO, S. A. DE C.V.",272503027.36,SI,2003,2005,2
4122334004,2003,6,10,LICITACION PUBLICA INTERNACIONAL,"ABB VETCO GRAY MÉXICO, S.A DE C.V.",267439651.824,SI,2003,2005,2
413053834,2003,7,31,ADJUDICACION DIRECTA,DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V.,266253705.677,NO,2003,2003,0
418233841,2003,8,25,ADJUDICACION DIRECTA,"CONSTRUCCIONES MARITIMAS MEXICANAS, S.A. DE C.V.",262784083.947,SI,2003,2003,0
415113988,2003,10,23,OTROS,COMPANIA MEXICANA DE EXPLORACIONES S. A.,260011001.867,NO,2003,2004,1
418233879,2003,12,17,LICITACION PUBLICA INTERNACIONAL,"COTEMAR, S.A. DE C.V.",256116074.096,NO,2003,2007,4
411253818,2003,3,27,LICITACION PUBLICA INTERNACIONAL,"QMAX MÉXICO, S.A. DE C.V.",254040119.965,SI,2003,2005,2
412503802,2003,9,26,ADJUDICACION DIRECTA,SEABED GEOPHYSICAL AS,251265126.059,SI,2003,2004,1
410303868,2003,12,12,ADJUDICACION DIRECTA,GEOPROCESADOS S.A. DE C.V.,249926278.974,NO,2003,2006,3
414503806,2003,2,24,LICITACION PUBLICA INTERNACIONAL,TRANSPORTACIONES Y CONSTRUCCIONES TAMAULIPECOS S.A. DE C.V.,238198850.516,SI,2003,2004,1
410213843,2003,11,28,ADJUDICACION DIRECTA,MSLI GP,235569567.935,NO,2003,2005,2
413053847,2003,11,3,LICITACION PUBLICA INTERNACIONAL,DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V.,232786633.229,SI,2003,2006,3
413053827,2003,6,18,ADJUDICACION DIRECTA,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",229415751.377,SI,2003,2003,0
414043878,2003,12,19,LICITACION PUBLICA INTERNACIONAL,"NITROPET, S.A. DE C. V.",226486388.638,NO,2003,2006,3
411003825,2003,7,25,LICITACION PUBLICA INTERNACIONAL,"PROBADORES PETROLEROS, S. A. DE C.V.",225623764.291,SI,2003,2004,1
413053848,2003,12,17,LICITACION PUBLICA INTERNACIONAL,"BAKER HUGHES DE MEXICO,S. DE R.L. DE C.V.",223591065.387,NO,2003,2005,2
413053805,2003,2,21,LICITACION PUBLICA INTERNACIONAL,"PD OILFIELD SERVICES MEXICANA, S. DE R.L. DE C.V.",223353962.547,SI,2003,2005,2
418813844,2003,8,8,LICITACION PUBLICA INTERNACIONAL,"SEINFE, S.A. DE C.V.",222215167.289,SI,2003,2004,1
414103899,2003,6,25,LICITACION PUBLICA INTERNACIONAL,THE MUDLOGGING COMPANY MEXICO S.A. DE C.V.,220645652.982,NO,2003,2005,2
414043862,2003,10,16,LICITACION PUBLICA INTERNACIONAL,DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V.,214029965.225,SI,2003,2005,2
413053803,2003,2,13,LICITACION PUBLICA INTERNACIONAL,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",213203687.783,SI,2003,2005,2
4122334009,2003,12,15,LICITACION PUBLICA INTERNACIONAL,"COOPER CAMERON DE MEXICO, S.A DE C.V.",212208781.726,NO,2003,2005,2
4125535147,2003,12,8,LICITACION PUBLICA INTERNACIONAL,CORPORATIVO INDUSTRIAL Y COMERCIAL S.A DE C.V.,212203219.888,NO,2003,2006,3
4123930039,2003,9,1,ADJUDICACION DIRECTA,SOLAR TURBINES INCORPORATED,209394334.98,NO,2003,2007,4
413053841,2003,10,3,LICITACION PUBLICA INTERNACIONAL,MATERIALES Y EQUIPO PETROLERO S.A. DE C.V.,204899316.038,SI,2003,2005,2
411003813,2003,5,12,LICITACION PUBLICA INTERNACIONAL,"MÉXICO DRILLING LIMITED, L.L.C.",204899158.959,SI,2003,2004,1
413053861,2003,12,5,ADJUDICACION DIRECTA,"COOPER CAMERON DE MEXICO, S.A. DE C.V.",203998378.418,NO,2003,2006,3
4122334006,2003,6,10,LICITACION PUBLICA INTERNACIONAL,"FMC TECHNOLOGIES DE MÉXICO, S. A. DE C.V.",202202127.292,SI,2003,2005,2
415113928,2003,8,29,ADJUDICACION DIRECTA,SEISMOGRAPH SERVICE DE MEXICO SA DE CV,198255472.932,SI,2003,2004,1
4127035004,2003,5,20,LICITACION PUBLICA INTERNACIONAL,"TUBACERO, S.A. DE C.V.",197289152.962,NO,2003,2003,0
418813829,2003,6,6,LICITACION PUBLICA NACIONAL,"GRUPO PROFESIONAL PLANEACION Y PROYECTOS, S.A. DE C.V.",196789368.728,NO,2003,2005,2
418233852,2003,10,27,LICITACION PUBLICA NACIONAL,"MARITIMA MEXICANA, S.A. DE C.V.",194685876.342,NO,2003,2007,4
410303831,2003,7,4,ADJUDICACION DIRECTA,A.G.I. MEXICANA S.A. DE C.V.,192855750.431,NO,2003,2004,1
4120034023,2003,11,14,LICITACION PUBLICA INTERNACIONAL,"HERLO INDUSTRIAL, S.A. DE C.V.*",189694887.026,NO,2003,2003,0
410303873,2003,12,17,OTROS,COMPAQMA MEXICANA DE EXPLORACIONES S. A. DE C.V.,189477559.159,NO,2003,2007,4
4120034022,2003,10,22,LICITACION PUBLICA INTERNACIONAL,"DELL COMPUTER DE MEXICO, S.A. DE C.V.",189265315.854,NO,2003,2003,0
412503803,2003,10,17,LICITACION PUBLICA INTERNACIONAL,SEISMOGRAPH SERVICE DE MEXICO S.A. DE C.V.,186103746.42,NO,2003,2004,1
411253849,2003,7,4,ADJUDICACION DIRECTA,SAINT MARTIN CONSTRUCCIONES S.A. DE C.V.,186009088.218,SI,2003,2004,1
412603843,2003,8,11,LICITACION PUBLICA NACIONAL,"CM DEL SURESTE, S.A DE C.V.",182738786.68,SI,2003,2004,1
414043844,2003,6,10,LICITACION PUBLICA NACIONAL,JAVIER CANTU BARRAGAN,179813326.571,NO,2003,2005,2
414043800,2003,1,1,LICITACION PUBLICA INTERNACIONAL,"WEATHERFORD DE MEXICO, S.A. DE C.V.",176069876.012,SI,2003,2004,1
410213883,2003,11,13,ADJUDICACION DIRECTA,TEKNICA MEXICANA S.A. DE C.V.,174217579.176,SI,2003,2005,2
414113805,2003,11,28,LICITACION PUBLICA INTERNACIONAL,BUFETE CONSTRUCTOR AMERICA.S.A. DE C.V.,171133111.078,SI,2003,2005,2
412003824,2003,5,6,LICITACION PUBLICA NACIONAL,"SODEXHO MEXICO, S.A. DE C.V.",169958951.99,NO,2003,2006,3
4127335054,2003,9,11,LICITACION PUBLICA INTERNACIONAL,"BAKER HUGHES DE MEXICO, S. DE R.L. DE C.V.*",166674455.142,NO,2003,2006,3
418233817,2003,5,12,ADJUDICACION DIRECTA,"CONSTRUCCIONES INTEGRALES DEL CARMEN, S.A. DE C.V.",165595984.221,NO,2003,2003,0
414103867,2003,5,28,LICITACION PUBLICA INTERNACIONAL,OILPATCH ENTERPRISES INTERNACIONAL S.A. DE C.V.,162087699.225,SI,2003,2005,2
4122334003,2003,5,15,ADJUDICACION DIRECTA,"ABB VETCO GRAY MÉXICO, S.A. DE C.V.",160786345.658,NO,2003,2005,2
414113809,2003,12,12,LICITACION PUBLICA NACIONAL,INGENIERIA EN ALTA MEDIA Y BAJA TENSION S.A. DE C.V.,159069647.229,NO,2003,2004,1
412423831,2003,7,18,ADJUDICACION DIRECTA,MANTENIMIENTO MARINO DE MEXICO S. DE R.L. DE C.V.,158515720.409,NO,2003,2003,0
414103933,2003,8,15,OTROS,INSTITUTO POLITECNICO NACIONAL,157888163.86,NO,2003,2006,3
413053810,2003,3,14,ADJUDICACION DIRECTA,DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V.,156895499.609,SI,2003,2003,0
411253852,2003,7,30,LICITACION PUBLICA INTERNACIONAL,"GYRODATA DE MEXICO, S.A. DE C.V.",156231465.258,NO,2003,2006,3
414103813,2003,2,17,OTROS,INSTITUTO MEXICANO DEL PETROLEO,154789793.199,NO,2003,2003,0
413053856,2003,11,25,LICITACION PUBLICA INTERNACIONAL,"GRUPO INDUSTRIAL ELECTROMECANICO, S.A. DE C.V.",153029333.663,SI,2003,2006,3
418233850,2003,9,29,ADJUDICACION DIRECTA,HELISERVICIO CAMPECHE S.A. DE C.V.,150348411.181,NO,2003,2003,0
418233851,2003,10,3,ADJUDICACION DIRECTA,AEROSERVICIOS ESPECIALIZADOS S.A. DE C.V.,150348411.181,NO,2003,2003,0
4122335011,2003,12,22,ADJUDICACION DIRECTA,"SCHLUMBERGER OFFSHORE SERVICES MEXICO, N.V.",150071026.858,NO,2003,2006,3
412423820,2003,8,15,LICITACION PUBLICA INTERNACIONAL,"GLOBAL OFFSHORE MEXICO, S. DE R. L. DE C. V.",146800769.687,NO,2003,2003,0
4122334005,2003,6,10,LICITACION PUBLICA INTERNACIONAL,"COOPER CAMERON DE MEXICO, S.A DE C.V.",146116909.788,SI,2003,2005,2
413053852,2003,12,4,LICITACION PUBLICA INTERNACIONAL,M.I. DRILLING FLUIDS DE MEXICO S.A. DE C.V.,145798747.18,SI,2003,2005,2
4187930016,2003,11,17,ADJUDICACION DIRECTA,SOLAR TURBINES INCORPORATED,141773291.396,NO,2003,2004,1
414503830,2003,6,27,LICITACION PUBLICA NACIONAL,SERVICIOS INTEGRALES GAMA S.A. DE C.V.,141651239.006,SI,2003,2004,1
414103987,2003,10,24,LICITACION PUBLICA INTERNACIONAL,"UNIVERSAL COMPRESSION DE MEXICO, S.A. DE C.V.",137731227.867,NO,2003,2005,2
414103908,2003,7,4,LICITACION PUBLICA INTERNACIONAL,LUNA RODRIGUEZ S.A. DE C.V.,137106936.513,SI,2003,2004,1
4122334002,2003,5,14,LICITACION PUBLICA INTERNACIONAL,COOPER CAMERON CORPORATION / COOPER CAMERON DE MEXICO S.A DE C.V.,137006460.79,NO,2003,2005,2
414043855,2003,8,22,LICITACION PUBLICA INTERNACIONAL,DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V.,136815523.029,NO,2003,2005,2
413053802,2003,1,24,LICITACION PUBLICA NACIONAL,DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V.,135836244.966,SI,2003,2005,2
4127034098,2003,11,13,LICITACION PUBLICA INTERNACIONAL,ARTICULOS ELECTRICOS INDUSTRIALES DEL CARMEN S.A.,135249318.605,NO,2003,2006,3
413053831,2003,7,8,ADJUDICACION DIRECTA,MATERIALES Y EQUIPO PETROLERO S.A. DE C.V.,134654147.259,NO,2003,2004,1
411253815,2003,3,26,LICITACION PUBLICA INTERNACIONAL,"CRYOINFRA, S.A. DE C.V.",134323583.601,SI,2003,2003,0
418233854,2003,11,5,ADJUDICACION DIRECTA,"CONSTRUCTORA SUBACUATICA DIAVAZ, S.A. DE C.V.",133946930.622,SI,2003,2004,1
410303877,2003,12,19,ADJUDICACION DIRECTA,GEOPROCESADOS S.A. DE C.V.,133536029.541,NO,2003,2006,3
412413837,2003,8,7,LICITACION PUBLICA INTERNACIONAL,CORPORATIVO INDUSTRIAL Y COMERCIAL S.A. DE C.V.,131756702.043,NO,2003,2005,2
4123930063,2003,11,20,ADJUDICACION DIRECTA,DRESSER-RAND COMPANY,131629258.731,NO,2003,2007,4
412003833,2003,6,30,OTROS,"NAVIERA TAMAULIPAS, S.A. DE C.V.",131547494.96,NO,2003,2005,2
411253850,2003,7,4,ADJUDICACION DIRECTA,SAINT MARTIN CONSTRUCCIONES S.A. DE C.V.,130550339.128,SI,2003,2004,1
4120034006,2003,5,13,ADJUDICACION DIRECTA,"TUBOS DE ACERO DE MEXICO, S.A.(TAMSA)*",130430459.272,NO,2003,2005,2
